Pos,No,Driver,Car,Laps,Time/retired,Pts
1,26,Juan Manuel FangioFAN,Maserati,36,2:44:42.400,9
2,8,Maurice  TrintignantTRI,Ferrari,36,+24.200s,6
3,22,Stirling MossMOS,Maserati,35,+1 lap,4
4,10,Mike HawthornHAW,Ferrari,,SHC,1.5
4,10,Jose Froilan GonzalezGON,Ferrari,35,+1 lap,1.5
5,18,Andre PilettePIL,Gordini,35,+1 lap,2
6,20,Prince BiraBIR,Maserati,35,+1 lap,0
7,30,Sergio MantovaniMAN,Maserati,34,+2 laps,0
NC,16,Paul FrereFRE,Gordini,14,DNF,0
NC,4,Nino FarinaFAR,Ferrari,14,DNF,0
NC,12,Jean BehraBEH,Gordini,12,DNF,0
NC,28,Onofre MarimonMAR,Maserati,3,DNF,0
NC,2,Jacques SwatersSWA,Ferrari,1,DNF,0
NC,6,Jose Froilan GonzalezGON,Ferrari,1,DNF,0
NC,24,Roberto MieresMIE,Maserati,0,DNF,0
