Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,44,Lewis HamiltonHAM,Mercedes,70,15:49:04,1:14.856,209.730
2,63,George RussellRUS,Mercedes,70,15:49:03,1:14.895,209.621
3,4,Lando NorrisNOR,McLaren Mercedes,67,15:45:15,1:15.558,207.782
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,70,15:48:59,1:15.569,207.751
5,81,Oscar PiastriPIA,McLaren Mercedes,65,15:42:46,1:16.247,205.904
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,70,15:49:16,1:16.303,205.753
7,20,Kevin MagnussenMAG,Haas Ferrari,68,15:46:56,1:16.499,205.226
8,27,Nico HulkenbergHUL,Haas Ferrari,67,15:45:39,1:16.683,204.733
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,15:49:23,1:16.762,204.523
10,31,Esteban OconOCO,Alpine Renault,70,15:49:29,1:17.012,203.859
11,10,Pierre GaslyGAS,Alpine Renault,70,15:49:29,1:17.013,203.856
12,3,Daniel RicciardoRIC,RB Honda RBPT,68,15:46:53,1:17.076,203.689
13,77,Valtteri BottasBOT,Kick Sauber Ferrari,65,15:43:03,1:17.250,203.231
14,22,Yuki TsunodaTSU,RB Honda RBPT,70,15:49:52,1:17.309,203.075
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,68,15:48:35,1:17.325,203.033
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,51,15:21:42,1:18.819,199.185
17,55,Carlos SainzSAI,Ferrari,51,15:21:38,1:18.957,198.837
18,23,Alexander AlbonALB,Williams Mercedes,51,15:21:38,1:19.359,197.830
19,16,Charles LeclercLEC,Ferrari,39,15:05:48,1:26.012,182.528
20,2,Logan SargeantSAR,Williams Mercedes,19,14:33:21,1:26.484,181.531
