Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:05.336,1:04.469,1:04.314,18
2,4,Lando NorrisNOR,McLaren Mercedes,1:05.450,1:05.103,1:04.718,20
3,63,George RussellRUS,Mercedes,1:05.585,1:05.016,1:04.840,18
4,55,Carlos SainzSAI,Ferrari,1:05.263,1:05.016,1:04.851,18
5,44,Lewis HamiltonHAM,Mercedes,1:05.541,1:05.053,1:04.903,18
6,16,Charles LeclercLEC,Ferrari,1:05.509,1:05.104,1:05.044,22
7,81,Oscar PiastriPIA,McLaren Mercedes,1:05.311,1:05.070,1:05.048,17
8,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:05.587,1:05.144,1:05.202,21
9,27,Nico HulkenbergHUL,Haas Ferrari,1:05.596,1:05.262,1:05.385,21
10,31,Esteban OconOCO,Alpine Renault,1:05.574,1:05.274,1:05.883,24
11,3,Daniel RicciardoRIC,RB Honda RBPT,1:05.569,1:05.289,,15
12,20,Kevin MagnussenMAG,Haas Ferrari,1:05.508,1:05.347,,15
13,10,Pierre GaslyGAS,Alpine Renault,1:05.598,1:05.359,,18
14,22,Yuki TsunodaTSU,RB Honda RBPT,1:05.563,1:05.412,,15
15,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:05.656,1:05.639,,15
16,23,Alexander AlbonALB,Williams Mercedes,1:05.736,,,9
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:05.819,,,9
18,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:05.847,,,9
19,2,Logan SargeantSAR,Williams Mercedes,1:05.856,,,9
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:06.061,,,9
