Pos,No,Driver,Car,Time
1,8,Mika HakkinenHAK,McLaren Mercedes,1:14.929
2,3,Michael SchumacherMSC,Ferrari,1:15.159
3,7,David CoulthardCOU,McLaren Mercedes,1:15.333
4,4,Eddie IrvineIRV,Ferrari,1:15.527
5,1,Jacques VilleneuveVIL,Williams Mecachrome,1:15.630
6,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:15.925
7,9,Damon HillHIL,Jordan Mugen Honda,1:16.245
8,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:16.319
9,5,Giancarlo FisichellaFIS,Benetton Playlife,1:16.375
10,6,Alexander WurzWUR,Benetton Playlife,1:16.460
11,14,Jean AlesiALE,Sauber Petronas,1:16.627
12,12,Jarno TrulliTRU,Prost Peugeot,1:16.892
13,15,Johnny HerbertHER,Sauber Petronas,1:16.977
14,18,Rubens BarrichelloBAR,Stewart Ford,1:17.024
15,19,Jos VerstappenVER,Stewart Ford,1:17.604
16,11,Olivier PanisPAN,Prost Peugeot,1:17.671
17,16,Pedro DinizDIN,Arrows,1:17.880
18,20,Ricardo RossetROS,Tyrrell Ford,1:17.908
19,17,Mika SaloSAL,Arrows,1:17.970
20,21,Toranosuke TakagiTAK,Tyrrell Ford,1:18.221
21,22,Shinji NakanoNAK,Minardi Ford,1:18.273
22,23,Esteban TueroTUE,Minardi Ford,1:19.146
