Pos,No,Driver,Car,Time
1,8,Mika HakkinenHAK,McLaren Mercedes,1:19.798
2,7,David CoulthardCOU,McLaren Mercedes,1:20.137
3,5,Giancarlo FisichellaFIS,Benetton Playlife,1:20.368
4,3,Michael SchumacherMSC,Ferrari,1:20.702
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:20.729
6,6,Alexander WurzWUR,Benetton Playlife,1:20.955
7,4,Eddie IrvineIRV,Ferrari,1:21.712
8,17,Mika SaloSAL,Arrows,1:22.144
9,15,Johnny HerbertHER,Sauber Petronas,1:22.157
10,12,Jarno TrulliTRU,Prost Peugeot,1:22.238
11,14,Jean AlesiALE,Sauber Petronas,1:22.257
12,16,Pedro DinizDIN,Arrows,1:22.355
13,1,Jacques VilleneuveVIL,Williams Mecachrome,1:22.468
14,18,Rubens BarrichelloBAR,Stewart Ford,1:22.540
15,9,Damon HillHIL,Jordan Mugen Honda,1:23.151
16,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:23.263
17,19,Jan MagnussenMAG,Stewart Ford,1:23.411
18,11,Olivier PanisPAN,Prost Peugeot,1:23.536
19,22,Shinji NakanoNAK,Minardi Ford,1:23.957
20,21,Toranosuke TakagiTAK,Tyrrell Ford,1:24.024
21,23,Esteban TueroTUE,Minardi Ford,1:24.031
