Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Rene ArnouxARN,Renault,40,1:40:01.330,9
2,12,Elio de AngelisDEA,Lotus Ford,40,+21.860s,6
3,27,Alan  JonesJON,Williams Ford,40,+66.110s,4
4,25,Didier PironiPIR,Ligier Ford,40,+100.130s,3
5,8,Alain ProstPRO,McLaren Ford,40,+145.410s,2
6,29,Riccardo PatresePAT,Arrows Ford,39,+1 lap,1
7,9,Marc SurerSUR,ATS Ford,39,+1 lap,0
8,6,Ricardo ZuninoZUN,Brabham Ford,39,+1 lap,0
9,21,Keke RosbergROS,Fittipaldi Ford,39,+1 lap,0
10,30,Jochen MassMAS,Arrows Ford,39,+1 lap,0
11,7,John WatsonWAT,McLaren Ford,39,+1 lap,0
12,3,Jean-Pierre JarierJAR,Tyrrell Ford,39,+1 lap,0
13,23,Bruno GiacomelliGIA,Alfa Romeo,39,+1 lap,0
14,4,Derek DalyDAL,Tyrrell Ford,38,+2 laps,0
15,20,Emerson FittipaldiFIT,Fittipaldi Ford,38,+2 laps,0
16,2,Gilles VilleneuveVIL,Ferrari,36,DNF,0
NC,22,Patrick DepaillerDEP,Alfa Romeo,33,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,25,DNF,0
NC,5,Nelson PiquetPIQ,Brabham Ford,14,DNF,0
NC,14,Clay RegazzoniREG,Ensign Ford,13,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Ford,13,DNF,0
NC,1,Jody ScheckterSCH,Ferrari,10,DNF,0
NC,28,Carlos ReutemannREU,Williams Ford,1,DNF,0
NC,11,Mario AndrettiAND,Lotus Ford,1,DNF,0
