Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ayrton SennaSEN,McLaren Honda,14,24:34.899,5
2,5,Nigel MansellMAN,Williams Renault,14,+1.259s,3
3,2,Gerhard BergerBER,McLaren Honda,14,+5.120s,2
4,20,Nelson PiquetPIQ,Benetton Ford,14,+30.103s,1.5
5,6,Riccardo PatresePAT,Williams Renault,14,+50.537s,1
6,27,Gianni MorbidelliMOR,Ferrari,14,+51.069s,0.5
7,21,Emanuele PirroPIR,Dallara Judd,14,+52.361s,0
8,33,Andrea de CesarisDEC,Jordan Ford,14,+60.431s,0
9,32,Alessandro ZanardiZAN,Jordan Ford,14,+75.567s,0
10,4,Stefano ModenaMOD,Tyrrell Honda,14,+80.370s,0
11,12,Johnny HerbertHER,Lotus Judd,14,+82.073s,0
12,22,Jyrki JarvilehtoJAR,Dallara Judd,14,+98.519s,0
13,9,Michele AlboretoALB,Footwork Porsche,14,+99.303s,0
14,15,Mauricio GugelminGUG,Leyton House Ilmor,13,DNF,0
15,10,Alex CaffiCAF,Footwork Porsche,13,+1 lap,0
16,24,Roberto MorenoMOR,Minardi Ferrari,13,+1 lap,0
17,8,Mark BlundellBLU,Brabham Yamaha,13,+1 lap,0
18,26,Erik ComasCOM,Ligier Lamborghini,13,+1 lap,0
19,11,Mika HakkinenHAK,Lotus Judd,13,+1 lap,0
20,16,Karl WendlingerWEN,Leyton House Ilmor,12,+2 laps,0
NC,23,Pierluigi MartiniMAR,Minardi Ferrari,8,DNF,0
NC,19,Michael SchumacherMSC,Benetton Ford,5,DNF,0
NC,28,Jean AlesiALE,Ferrari,5,DNF,0
NC,34,Nicola LariniLAR,Lambo Lamborghini,5,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Lamborghini,5,DNF,0
NC,3,Satoru NakajimaNAK,Tyrrell Honda,4,DNF,0
