Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Carlos PacePAC,Brabham Ford,40,1:44:41.170,9
2,1,Emerson FittipaldiFIT,McLaren Ford,40,+5.790s,6
3,2,Jochen MassMAS,McLaren Ford,40,+36.660s,4
4,11,Clay RegazzoniREG,Ferrari,40,+43.280s,3
5,12,Niki LaudaLAU,Ferrari,40,+61.880s,2
6,24,James HuntHUN,Hesketh Ford,40,+65.120s,1
7,27,Mario AndrettiAND,Parnelli Ford,40,+66.810s,0
8,7,Carlos ReutemannREU,Brabham Ford,40,+99.620s,0
9,6,Jacky IckxICK,Lotus Ford,40,+111.840s,0
10,18,John WatsonWAT,Surtees Ford,40,+149.600s,0
11,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,39,+1 lap,0
12,22,Graham HillHIL,Lola Ford,39,+1 lap,0
13,30,Wilson FittipaldiFIT,Fittipaldi Ford,39,+1 lap,0
14,23,Rolf StommelenSTO,Lola Ford,39,+1 lap,0
15,5,Ronnie PetersonPET,Lotus Ford,38,+2 laps,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,32,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,31,DNF,0
NC,16,Tom PrycePRY,Shadow Ford,31,DNF,0
NC,20,Arturo MerzarioMER,Frank Williams Racing Cars/Williams,24,DNF,0
NC,14,Mike WildsWIL,BRM,22,DNF,0
NC,28,Mark DonohueDON,Penske Ford,22,DNF,0
NC,3,Jody ScheckterSCH,Tyrrell Ford,18,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,1,DNF,0
