Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,67,1:30:44.200,25
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,67,+6.996s,18
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,67,+13.413s,15
4,6,Nico RosbergROS,Mercedes,67,+15.845s,12
5,5,Sebastian VettelVET,Ferrari,67,+32.570s,10
6,7,Kimi RäikkönenRAI,Ferrari,67,+37.023s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,67,+70.049s,6
8,22,Jenson ButtonBUT,McLaren Honda,66,+1 lap,4
9,77,Valtteri BottasBOT,Williams Mercedes,66,+1 lap,2
10,11,Sergio PerezPER,Force India Mercedes,66,+1 lap,1
11,21,Esteban Gutierrez GUT,Haas Ferrari,66,+1 lap,0
12,14,Fernando AlonsoALO,McLaren Honda,66,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,66,+1 lap,0
14,55,Carlos SainzSAI,Toro Rosso Ferrari,66,+1 lap,0
15,26,Daniil KvyatKVY,Toro Rosso Ferrari,66,+1 lap,0
16,20,Kevin MagnussenMAG,Renault,66,+1 lap,0
17,94,Pascal WehrleinWEH,MRT Mercedes,65,+2 laps,0
18,9,Marcus EricssonERI,Sauber Ferrari,65,+2 laps,0
19,30,Jolyon PalmerPAL,Renault,65,+2 laps,0
20,88,Rio HaryantoHAR,MRT Mercedes,65,+2 laps,0
NC,12,Felipe NasrNAS,Sauber Ferrari,57,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,36,DNF,0
