Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Alain ProstPRO,McLaren TAG,31,1:01:07.740,4.5
2,19,Ayrton SennaSEN,Toleman Hart,31,+7.446s,3
3,28,Rene ArnouxARN,Ferrari,31,+29.077s,2
4,6,Keke RosbergROS,Williams Honda,31,+35.246s,1.5
5,11,Elio de AngelisDEA,Lotus Renault,31,+44.439s,1
6,27,Michele AlboretoALB,Ferrari,30,+1 lap,0.5
7,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,30,+1 lap,0
8,5,Jacques LaffiteLAF,Williams Honda,30,+1 lap,0
NC,22,Riccardo PatresePAT,Alfa Romeo,24,DNF,0
NC,8,Niki LaudaLAU,McLaren TAG,23,DNF,0
NC,14,Manfred WinkelhockWIN,ATS BMW,22,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,15,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,14,DNF,0
NC,25,Francois HesnaultHES,Ligier Renault,12,DNF,0
NC,2,Corrado FabiFAB,Brabham BMW,9,DNF,0
NC,20,Johnny CecottoCEC,Toleman Hart,1,DNF,0
