Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,70,1:45:47.927,25
2,4,Lando NorrisNOR,McLaren Mercedes,70,+3.879s,18
3,63,George RussellRUS,Mercedes,70,+4.317s,15
4,44,Lewis HamiltonHAM,Mercedes,70,+4.915s,13
5,81,Oscar PiastriPIA,McLaren Mercedes,70,+10.199s,10
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,70,+17.510s,8
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,+23.625s,6
8,3,Daniel RicciardoRIC,RB Honda RBPT,70,+28.672s,4
9,10,Pierre GaslyGAS,Alpine Renault,70,+30.021s,2
10,31,Esteban OconOCO,Alpine Renault,70,+30.313s,1
11,27,Nico HulkenbergHUL,Haas Ferrari,70,+30.824s,0
12,20,Kevin MagnussenMAG,Haas Ferrari,70,+31.253s,0
13,77,Valtteri BottasBOT,Kick Sauber Ferrari,70,+40.487s,0
14,22,Yuki TsunodaTSU,RB Honda RBPT,70,+52.694s,0
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,69,+1 lap,0
NC,55,Carlos SainzSAI,Ferrari,52,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,52,DNF,0
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,51,DNF,0
NC,16,Charles LeclercLEC,Ferrari,40,DNF,0
NC,2,Logan SargeantSAR,Williams Mercedes,23,DNF,0
