Pos,No,Driver,Car,Laps,Time/retired,Pts
1,55,Carlos SainzSAI,Ferrari,58,1:20:26.843,25
2,16,Charles LeclercLEC,Ferrari,58,+2.366s,19
3,4,Lando NorrisNOR,McLaren Mercedes,58,+5.904s,15
4,81,Oscar PiastriPIA,McLaren Mercedes,58,+35.770s,12
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,58,+56.309s,10
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,+93.222s,8
7,22,Yuki TsunodaTSU,RB Honda RBPT,58,+95.601s,6
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,58,+100.992s,4
9,27,Nico HulkenbergHUL,Haas Ferrari,58,+104.553s,2
10,20,Kevin MagnussenMAG,Haas Ferrari,57,+1 lap,1
11,23,Alexander AlbonALB,Williams Mercedes,57,+1 lap,0
12,3,Daniel RicciardoRIC,RB Honda RBPT,57,+1 lap,0
13,10,Pierre GaslyGAS,Alpine Renault,57,+1 lap,0
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,57,+1 lap,0
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,57,+1 lap,0
16,31,Esteban OconOCO,Alpine Renault,57,+1 lap,0
17,63,George RussellRUS,Mercedes,56,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,15,DNF,0
NC,1,Max VerstappenVER,Red Bull Racing Honda RBPT,3,DNF,0
